170.0845875,147.44036875,106.1330625,149.48794375,170,19.4231640658932,244,0,160000,0.0013057615706303,113420,46580,112887,47113,98476,27694
129.0009625,123.67263125,60.90573125,118.10499375,113,6.83848922158038,254,0,160000,0.000418259734665079,182627,137373,189724,130276,157541,32266
131.13210625,131.93335625,93.85068125,127.3019,128,10.9939981026066,250,0,160000,0.000418259734665079,255951,224049,286954,193046,240544,57137
147.80261875,135.60081875,69.29886875,131.6319125,155.5,14.3964686678506,254,0,160000,0.00235834844355566,364862,275138,379639,260361,326778,85357
134.0750375,133.24613125,70.6303125,126.30691875,136,9.36546769724177,253,0,160000,0.000418259734665079,447335,352665,466168,333832,402996,97357
116.119575,107.06975,91.65003125,107.94350625,101,14.4949219636594,250,0,160000,0.000418259734665079,518579,441421,544436,415564,476639,140846
107.82700625,114.53788125,62.0594375,106.5488875,111,12.4962650808712,246,0,160000,0.000418259734665079,587746,532254,669044,450956,598963,153685
149.90773125,148.2387375,135.94581875,147.26065,154.75,10.0939689957407,255,0,160000,0.000418259734665079,666462,613538,759329,520671,680796,211047
159.1554125,137.2332375,84.595875,137.72521875,144,15.7494774176705,240,0,160000,0.000418259734665079,737207,702793,861567,578433,775829,224246
124.45578125,126.57533125,126.049125,125.88530625,128,6.0003257427793,243,0,160000,0.000418259734665079,819858,780142,951874,648126,880305,306859
145.4393875,135.8039375,88.289475,133.23638125,139,14.6230108836594,250,0,160000,0.000418259734665079,905179,854821,1064127,695873,981021,318024
103.26984375,94.564575,30.50238125,89.77175625,104.5,6.19662138822707,254,0,160000,0.000418259734665079,996738,923262,1160026,759974,1036289,334362
136.41511875,145.9798375,88.26450625,136.50745,144,15.2960814226127,248,0,160000,0.000418259734665079,1093871,986129,1265619,814381,1102122,359820
119.73428125,121.516125,44.38941875,112.143075,121,6.67149990974712,235,0,160000,0.000418259734665079,1177686,1062314,1372518,867482,1161400,364527
80.4569875,75.16950625,50.5932,73.8291375,74,16.6897924539404,236,0,160000,0.117047884034151,1256042,1143958,1451854,948146,1252689,400779
98.43141875,101.38426875,40.3819,93.4898,94,10.0084858693382,244,0,160000,0.000418259734665079,1301845,1258155,1540635,1019365,1298486,408943
134.29405,149.6430375,87.27560625,137.8887625,142,14.396029329756,255,0,160000,0.000418259734665079,1383896,1336104,1625340,1094660,1362287,443702
72.11534375,72.17733125,40.8685875,68.482925,53,29.1720772473577,255,0,160000,0.000418259734665079,1423292,1456708,1670239,1209761,1394418,481551
135.67994375,126.92790625,90.80764375,125.38745625,125,11.3930687614996,254,0,160000,0.000418259734665079,1509494,1530506,1757273,1282727,1482038,502367
140.28830625,128.10553125,98.0804625,128.23316875,147,20.7368794062058,255,0,160000,0.000418259734665079,1619592,1580408,1865002,1334998,1576835,538244
137.87489375,168.816775,192.100475,162.12861875,191,16.6077917265469,236,0,160000,0.000418259734665079,1748760,1611240,1980013,1379987,1688861,688283
123.75129375,113.7290625,78.1127,112.64710625,118,11.4520970597977,217,0,160000,0.000418259734665079,1821497,1698503,2066139,1453861,1769477,701226
93.67489375,92.3017125,44.83575625,87.2563625,77.25,17.1486967176032,254,0,160000,0.000418259734665079,1861409,1818591,2136847,1543153,1828002,718719
126.86,141.05000625,78.61774375,129.64955625,140,10.8082799728214,204,0,160000,0.000418259734665079,1904887,1935113,2245503,1594497,1951775,728551
122.03399375,125.9684375,59.2737125,117.1009125,126,10.1255152900377,250,0,160000,0.000418259734665079,1979743,2020257,2335443,1664557,2032913,750986
